STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,vehicle,Vehicles,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2002,,560,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2003,,529,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2004,,480,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2005,,440,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2006,,445,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2007,,471,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2008,,397,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2009,,358,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2010,,266,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2011,,319,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2012,,285,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2013,,260,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2014,,270,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2015,,259,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2016,,270,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2017,,253,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2018,,324,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2019,,221,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2020,,204,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2021,,210,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2022,,227,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SE,Sweden,2023,,229,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,1999,,334,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2000,,314,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2001,,278,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2002,,269,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2003,,242,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2004,,274,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2005,,258,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2006,,262,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2007,,293,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2008,,214,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2009,,171,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2010,,138,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2011,,141,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2012,,130,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2013,,125,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2014,,108,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2015,,120,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2016,,130,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2017,,104,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2018,,91,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2019,,102,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2020,,80,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2021,,114,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2022,,85,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SI,Slovenia,2023,,82,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,1999,,647,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2000,,628,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2001,,625,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2002,,625,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2003,,653,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2004,,608,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2005,,606,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2006,,614,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2007,,661,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2008,,606,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2009,,384,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2010,,371,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2011,,325,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2012,,352,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2013,,251,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2014,,295,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2015,,310,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2016,,275,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2017,,276,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2018,,260,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2019,,270,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2020,,247,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2021,,247,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2022,,266,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,SK,Slovakia,2023,,266,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,1999,,3564,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2000,,3580,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2001,,3598,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2002,,3581,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2003,,3658,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2004,,3368,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2005,,3336,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2006,,3298,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2007,,3059,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2008,,2645,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2009,,2337,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2010,,1905,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2011,,1960,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2012,,1802,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2013,,1770,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2014,,1854,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2015,,1804,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2016,,1860,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2017,,1856,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,UK,United Kingdom,2018,,1839,,,,,
