STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,vehicle,Vehicles,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,1999,,1079,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2000,,976,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2001,,958,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2002,,956,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2003,,931,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2004,,878,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2005,,768,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2006,,730,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2007,,691,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2008,,679,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2009,,633,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2010,,552,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2011,,523,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2012,,531,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2013,,455,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2014,,430,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2015,,479,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2016,,432,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2017,,414,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2018,,409,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2019,,416,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2020,,344,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2021,,362,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2022,,370,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,AT,Austria,2023,,402,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1999,,1397,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2000,,1470,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2001,,1486,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2002,,1306,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2003,,1213,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2004,,1162,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2005,,1089,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2006,,1069,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2007,,1071,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2008,,944,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2009,,944,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2010,,850,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2011,,884,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2012,,827,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2013,,764,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2014,,745,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2015,,762,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2016,,670,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2017,,609,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2018,,604,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2019,,646,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2020,,499,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2021,,516,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2022,,540,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2023,,501,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1999,,1047,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2000,,1012,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2001,,1011,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2002,,959,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2003,,960,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2004,,943,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2005,,957,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2006,,1043,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2007,,1006,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2008,,1061,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2009,,901,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2010,,776,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2011,,656,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2012,,601,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2013,,601,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2014,,661,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2015,,708,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2016,,708,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2017,,682,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2018,,610,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2019,,628,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2020,,463,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2021,,561,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2022,,531,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2023,,525,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,1999,,583,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2000,,592,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2001,,544,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2002,,513,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2003,,546,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2004,,510,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2005,,409,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2006,,370,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2007,,384,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2008,,357,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2009,,349,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2010,,327,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2011,,320,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2012,,339,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2013,,269,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2014,,243,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2015,,253,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2016,,216,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2017,,230,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2018,,233,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2019,,187,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2020,,227,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2021,,200,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2022,,241,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2023,,236,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,1999,,113,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2000,,111,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2001,,98,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2002,,94,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2003,,97,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2004,,117,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2005,,102,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2006,,86,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2007,,89,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2008,,82,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2009,,71,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2010,,60,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2011,,71,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2012,,51,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2013,,44,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2014,,45,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2015,,57,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2016,,46,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2017,,53,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2018,,49,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2019,,52,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2020,,48,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2021,,45,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2022,,37,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2023,,34,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,1999,,1455,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2000,,1486,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2001,,1333,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2002,,1430,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2003,,1447,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2004,,1382,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2005,,1286,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2006,,1063,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2007,,1221,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2008,,1076,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2009,,901,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2010,,802,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2011,,773,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2012,,742,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2013,,654,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2014,,688,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2015,,734,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2016,,611,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2017,,577,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2018,,656,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2019,,618,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2020,,518,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2021,,532,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2022,,527,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2023,,502,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,DE,Germany,1999,,7772,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2000,,7503,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2001,,6977,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2002,,6842,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2003,,6613,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2004,,5842,,,,,
dataflow,ESTAT:TRAN_SF_ROADVE(1.0),Persons killed in road accidents by type of vehicle,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2005,,5361,,,,,
