STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2021,,8027,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2022,,12879,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2023,,13308,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2024,,13626,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2004,,695,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2005,,716,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2006,,724,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2007,,740,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2008,,765,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2009,,773,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2010,,729,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2011,,689,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2012,,659,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2013,,679,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2014,,620,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2015,,628,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2016,,611,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2017,,570,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2018,,568,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2019,,572,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2020,,338,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2021,,504,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2022,,645,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2023,,742,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2024,,886,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2004,,2228,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2005,,2182,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2006,,2213,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2007,,2165,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2008,,2296,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2009,,2264,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2010,,2309,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2011,,2431,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2012,,2459,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2013,,2485,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2014,,2583,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2015,,3411,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2016,,3484,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2017,,3754,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2018,,3792,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2019,,3957,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2020,,2133,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2021,,1969,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2022,,3168,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2023,,3543,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2024,,3571,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2004,,5237,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2005,,5036,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2006,,5277,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2007,,5553,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2008,,5097,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2009,,5374,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2010,,5491,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2011,,4002,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2012,,3006,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2013,,3020,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2014,,3458,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2015,,3708,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2016,,3323,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2017,,3633,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2018,,4374,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2019,,4912,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2020,,1520,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2021,,2251,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2022,,5922,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2023,,6245,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2024,,6273,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2004,,43474,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2005,,44642,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2006,,47297,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2007,,50474,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2008,,53002,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2009,,52765,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2010,,55831,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2011,,58462,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2012,,60783,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2013,,61950,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2014,,64711,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2015,,66594,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2016,,68010,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2017,,68912,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2018,,69706,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2019,,71823,,,,,
